27,21,16,35,2,23,33,21,41
28,6,21,42,10,10,39,31,39
22,9,39,32,6,16,42,44,20
19,5,24,26,41,35,0,5,22
3,0,12,16,27,39,32,41,15
16,42,37,40,8,9,36,33,5
15,12,35,3,42,42,4,15,7
6,16,6,37,9,14,40,25,16
0,13,14,34,39,40,8,17,42
8,38,23,36,1,26,37,37,1
40,7,41,20,37,25,10,16,12
12,44,30,1,38,27,18,14,32
13,30,42,38,17,44,1,3,10
9,35,15,6,36,6,15,12,25
5,27,18,28,26,0,26,29,35
7,14,38,24,24,24,11,38,19
10,15,43,8,12,29,7,11,36
35,8,45,23,20,1,41,35,26
32,36,8,10,18,43,43,42,37
36,17,7,39,22,13,44,10,27
23,33,20,27,28,31,17,39,2
31,22,10,31,11,34,30,19,8
41,1,27,41,7,17,16,9,45
21,7,20,0,31,37,21,1,45
28,38,13,25,15,13,35,10,8
20,24,11,2,6,9,27,30,33
11,4,26,17,44,2,39,41,9
32,26,12,12,24,22,42,43,41
3,8,15,33,28,8,30,45,24
37,25,35,3,12,41,19,40,15
6,33,44,31,19,42,8,21,6
19,34,31,43,20,28,40,15,43
25,21,2,37,18,34,9,2,16
43,36,39,30,30,40,16,9,5
30,31,38,42,32,33,7,44,14
44,13,21,39,17,17,13,16,22
34,1,40,20,38,14,31,17,21
17,10,28,10,36,31,18,19,26
39,5,24,36,27,18,25,38,20
13,15,27,29,10,23,22,8,12
15,39,43,21,43,32,41,24,37
35,35,29,41,23,30,23,42,2
8,2,41,1,40,0,15,12,44
27,20,10,34,11,5,6,33,10
36,28,36,18,35,26,44,22,3
38,40,14,32,13,21,37,36,32
22,12,25,7,33,12,38,14,35
9,18,34,4,29,6,10,23,29
14,43,0,38,0,20,17,25,25
45,22,19,8,37,24,33,35,11
42,6,7,13,5,10,24,6,7
1,19,42,15,7,43,29,39,19
18,14,8,27,21,25,1,18,42
41,32,22,35,26,29,20,34,38
29,30,32,45,25,39,43,13,4
33,9,3,26,1,38,14,3,36
2,23,17,11,14,44,45,29,28
16,17,23,19,42,35,36,7,30
23,45,30,9,3,7,0,11,13
26,41,6,23,22,15,28,26,27
24,0,18,28,41,3,3,27,39
10,42,33,14,2,36,26,4,40
5,11,9,6,16,45,34,32,1
12,44,5,5,8,11,5,20,34
40,27,1,22,34,4,2,28,23
7,3,4,16,4,1,12,37,31
31,16,37,44,9,27,11,0,18
0,29,16,40,45,16,4,5,0
4,37,45,24,39,19,32,31,17
26,4,34,0,34,41,5,8,40
14,39,17,17,14,7,28,0,17
38,45,13,30,13,21,19,7,13
42,2,9,21,21,12,38,24,0
45,19,29,4,5,28,20,2,11
30,28,44,29,0,18,2,23,28
37,26,11,19,29,22,24,45,23
39,20,25,33,15,45,13,26,14
11,18,33,12,45,4,45,6,43
33,29,4,45,33,8,25,36,31
43,3,26,15,44,32,31,40,4
21,10,19,44,35,37,12,1,33
44,34,31,5,30,11,34,22,24
29,32,36,14,31,20,6,34,30
1,43,22,7,3,15,35,18,38
4,41,1,9,4,33,29,30,34
25,37,40,2,23,5,21,27,44
20,25,28,11,43,19,14,13,29
24,24,32,13,40,3,9,43,18
18,31,5,22,19,30,3,4,3
2,11,0,18,16,38,23,28,9
17,40,2,43,32,2,27,32,6
34,23,3,25,25,36,22,20,21
